,STATE,STATEFP,COUNTYFP,COUNTYNAME,COUSUBFP,COUSUBNS,COUSUBNAME,CLASSFP,FUNCSTAT,PENN_DOT_MUNI_ID,POPULATION,BIKE_TO_WORK_EST,BIKE_TO_WORK_MARG,WALK_TO_WORK_EST,WALK_TO_WORK_MARG,DRIVE_SOLO_TO_WORK_EST,DRIVE_SOLO_TO_WORK_MARG,CARPOOL_TO_WORK_EST,CARPOOL_TO_WORK_MARG,PUBTRANS_TO_WORK_EST,PUBTRANS_TO_WORK_MARG,AUTOMOBILE_COUNT,BICYCLE_BY_AUTO_COUNT,BICYCLE_DEATH_BY_AUTO_COUNT,BICYCLE_SUSP_SERIOUS_INJ_BY_AUTO_COUNT,PED_BY_AUTO_COUNT,PED_DEATH_BY_AUTO_COUNT,PED_SUSP_SERIOUS_INJ_BY_AUTO_COUNT,BICYCLE_SOLO_COUNT,BICYCLE_DEATH_SOLO_COUNT,BICYCLE_SUSP_SERIOUS_INJ_SOLO_COUNT,PED_SOLO_COUNT,PED_DEATH_SOLO_COUNT,PED_SUSP_SERIOUS_INJ_SOLO_COUNT,TOTAL_BICYCLE_BY_AUTO_COUNT,TOTAL_PED_BY_AUTO_COUNT,TOTAL_BICYCLE_SOLO_COUNT,TOTAL_PED_SOLO_COUNT
1059,PA,42,001,ADAMS COUNTY,17640,01215779,CUMBERLAND TOWNSHIP,T1,A,1204,6939,0,16,54,44,2110,246,207,115,8,12,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,PA,42,001,ADAMS COUNTY,05536,01214752,BENDERSVILLE BOROUGH,C5,F,1403,672,0,11,4,5,305,97,6,9,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
1061,PA,42,001,ADAMS COUNTY,05880,01215776,BERWICK TOWNSHIP,T1,A,1201,2495,0,11,5,6,961,146,129,64,0,11,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1062,PA,42,001,ADAMS COUNTY,15632,01215778,CONEWAGO TOWNSHIP,T1,A,1203,7764,0,16,29,25,3538,256,230,112,0,16,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
1063,PA,42,001,ADAMS COUNTY,20792,01214756,EAST BERLIN BOROUGH,C5,F,1405,1593,0,11,6,6,726,92,63,47,2,4,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0
1064,PA,42,001,ADAMS COUNTY,28936,01215782,GERMANY TOWNSHIP,T1,A,1207,2832,0,11,11,10,1167,142,92,56,3,5,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1065,PA,42,001,ADAMS COUNTY,32144,01215783,HAMILTON TOWNSHIP,T1,A,1208,2689,0,11,15,15,1067,113,150,64,0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
1066,PA,42,001,ADAMS COUNTY,34424,01215785,HIGHLAND TOWNSHIP,T1,A,1210,794,0,11,16,12,322,67,18,10,0,11,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
1067,PA,42,001,ADAMS COUNTY,41672,01215787,LATIMORE TOWNSHIP,T1,A,1212,2649,0,11,3,5,1260,138,31,27,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
1068,PA,42,003,ALLEGHENY COUNTY,08416,01214776,BRENTWOOD BOROUGH,C5,F,2413,9999,0,16,122,84,3140,391,542,244,473,200,8.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,2.0,0.0,1.0
1069,PA,42,003,ALLEGHENY COUNTY,08624,01214777,BRIDGEVILLE BOROUGH,C5,F,2414,4826,0,11,45,42,1839,191,96,55,183,83,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
1070,PA,42,003,ALLEGHENY COUNTY,11680,01214779,CASTLE SHANNON BOROUGH,C5,F,2416,8307,0,16,148,100,3261,372,388,151,552,220,7.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0
1071,PA,42,003,ALLEGHENY COUNTY,31256,01214799,GREEN TREE BOROUGH,C5,F,2435,4851,0,11,87,81,1967,325,127,85,275,119,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
1072,PA,42,003,ALLEGHENY COUNTY,26592,01214796,FOREST HILLS BOROUGH,C5,F,2431,6408,0,16,11,16,2457,241,281,101,325,119,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
1073,PA,42,003,ALLEGHENY COUNTY,26896,01215805,FORWARD TOWNSHIP,T1,A,2204,3104,0,11,0,11,1011,177,142,116,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
1074,PA,42,003,ALLEGHENY COUNTY,27552,02086666,FRANKLIN PARK BOROUGH,C5,F,2481,15239,0,18,0,18,5875,387,582,198,84,67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,PA,42,003,ALLEGHENY COUNTY,29432,01214797,GLASSPORT BOROUGH,C5,F,2433,4458,0,11,21,24,1735,278,289,109,231,152,5.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1076,PA,42,003,ALLEGHENY COUNTY,29592,01214798,GLENFIELD BOROUGH,C5,F,2434,232,0,11,11,16,108,41,13,11,0,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,
1077,PA,42,003,ALLEGHENY COUNTY,32328,01215807,HAMPTON TOWNSHIP,T1,A,2207,18425,0,18,116,64,7478,476,554,179,110,61,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,PA,42,003,ALLEGHENY COUNTY,32624,01215808,HARMAR TOWNSHIP,T1,A,2208,3112,0,11,54,44,1109,167,175,86,37,39,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0
1079,PA,42,003,ALLEGHENY COUNTY,33592,01214801,HEIDELBERG BOROUGH,C5,F,2437,1239,0,11,24,15,485,84,70,67,45,24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1080,PA,42,003,ALLEGHENY COUNTY,35424,01214802,HOMESTEAD BOROUGH,C5,F,2438,2919,0,11,27,27,523,141,66,64,288,202,10.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0,0.0,2.0
1081,PA,42,003,ALLEGHENY COUNTY,36808,01215810,INDIANA TOWNSHIP,T1,A,2209,7261,0,16,50,52,2742,249,255,102,30,23,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
1082,PA,42,003,ALLEGHENY COUNTY,25904,01215804,FINDLAY TOWNSHIP,T1,A,2203,6263,0,16,95,96,2582,287,189,118,114,80,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0
1083,PA,42,003,ALLEGHENY COUNTY,24160,01214795,ETNA BOROUGH,C5,F,2430,3426,0,11,106,55,1100,191,134,64,101,51,7.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0
1084,PA,42,003,ALLEGHENY COUNTY,13392,01214781,CHESWICK BOROUGH,C5,F,2418,1647,0,11,13,12,689,138,66,41,15,12,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
1085,PA,42,003,ALLEGHENY COUNTY,13608,01214782,CHURCHILL BOROUGH,C5,F,2419,3134,0,11,34,32,1026,227,56,56,45,33,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1086,PA,42,003,ALLEGHENY COUNTY,13704,01214783,CLAIRTON CITY,C5,F,2302,6245,0,16,0,16,1831,252,320,136,135,95,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
1087,PA,42,003,ALLEGHENY COUNTY,15216,01215799,COLLIER TOWNSHIP,T1,A,2102,8733,0,16,2,4,3063,353,474,253,185,119,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
1088,PA,42,003,ALLEGHENY COUNTY,16144,01214784,CORAOPOLIS BOROUGH,C5,F,2420,5539,0,16,74,38,1806,291,362,174,117,63,,,,,,,,0.0,0.0,0.0,4.0,0.0,2.0,,,0.0,2.0
1089,PA,42,003,ALLEGHENY COUNTY,16848,01214785,CRAFTON BOROUGH,C5,F,2421,6067,0,16,61,42,2517,389,274,136,127,71,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0
1090,PA,42,003,ALLEGHENY COUNTY,19576,01214786,DORMONT BOROUGH,C5,F,2422,8255,0,16,109,53,3054,280,340,117,826,160,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0
1091,PA,42,003,ALLEGHENY COUNTY,23616,01214794,EMSWORTH BOROUGH,C5,F,2429,2551,0,11,22,17,850,108,95,69,38,23,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
1092,PA,42,003,ALLEGHENY COUNTY,19856,01214787,DRAVOSBURG BOROUGH,C5,F,2423,1592,0,11,10,12,494,86,87,54,78,69,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,PA,42,003,ALLEGHENY COUNTY,21444,01214789,EAST MCKEESPORT BOROUGH,C5,F,2424,2047,0,11,4,6,718,119,102,52,55,48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
1094,PA,42,003,ALLEGHENY COUNTY,21712,01214790,EAST PITTSBURGH BOROUGH,C5,F,2425,1787,0,11,33,33,345,138,33,31,175,116,,,,,,,,2.0,0.0,1.0,2.0,0.0,1.0,,,1.0,1.0
1095,PA,42,003,ALLEGHENY COUNTY,22576,01214792,EDGEWORTH BOROUGH,C5,F,2427,1529,0,11,7,6,465,63,18,13,4,5,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
1096,PA,42,003,ALLEGHENY COUNTY,22992,01214793,ELIZABETH BOROUGH,C5,F,2428,1388,0,11,33,22,478,79,73,41,34,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
1097,PA,42,003,ALLEGHENY COUNTY,23000,01215802,ELIZABETH TOWNSHIP,T1,A,2105,12970,0,18,45,59,5555,346,443,183,105,77,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1098,PA,42,005,ARMSTRONG COUNTY,47064,01214854,MANORVILLE BOROUGH,C5,F,3411,406,0,11,2,3,119,33,25,22,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
1099,PA,42,011,BERKS COUNTY,76712,01215949,TILDEN TOWNSHIP,T1,A,6238,3586,0,11,24,33,1270,211,249,136,0,11,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
1100,PA,42,009,BEDFORD COUNTY,83920,01215909,WEST PROVIDENCE TOWNSHIP,T1,A,5226,3075,0,11,0,11,1365,210,97,92,0,11,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0
1101,PA,42,011,BERKS COUNTY,02120,01215913,ALSACE TOWNSHIP,T1,A,6202,3833,0,11,0,11,1952,233,50,41,0,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1102,PA,42,011,BERKS COUNTY,02328,01215914,AMITY TOWNSHIP,T1,A,6203,13330,0,18,56,61,4937,494,393,155,36,38,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1103,PA,42,011,BERKS COUNTY,03984,01214908,BALLY BOROUGH,C5,F,6401,1167,0,11,18,11,495,122,66,38,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
1104,PA,42,011,BERKS COUNTY,05816,01215915,BERN TOWNSHIP,T1,A,6204,6621,0,16,0,16,2049,311,206,98,8,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1105,PA,42,011,BERKS COUNTY,05848,01214910,BERNVILLE BOROUGH,C5,F,6403,848,0,11,10,13,345,75,78,39,0,11,2.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,0.0,1.0,,
1106,PA,42,011,BERKS COUNTY,06008,01215916,BETHEL TOWNSHIP,T1,A,6205,4071,0,11,62,77,1832,244,98,61,0,11,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1107,PA,42,011,BERKS COUNTY,06504,01214911,BIRDSBORO BOROUGH,C5,F,6404,5119,0,16,101,73,2250,262,335,136,0,16,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0
1108,PA,42,011,BERKS COUNTY,07960,01214912,BOYERTOWN BOROUGH,C5,F,6405,4242,0,11,63,56,1799,226,154,75,0,11,6.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0
1109,PA,42,011,BERKS COUNTY,10696,01215918,CAERNARVON TOWNSHIP,T1,A,6207,4225,0,11,53,40,1505,222,108,73,24,24,6.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1110,PA,42,009,BEDFORD COUNTY,68152,01214906,SCHELLSBURG BOROUGH,C5,F,5412,347,0,11,2,4,136,41,4,4,0,11,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
1111,PA,42,009,BEDFORD COUNTY,35656,01215895,HOPEWELL TOWNSHIP,T1,A,5209,1877,0,11,7,9,672,118,159,77,0,11,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0
1112,PA,42,009,BEDFORD COUNTY,43072,01215899,LIBERTY TOWNSHIP,T1,A,5213,1329,0,11,9,8,389,65,65,36,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
1113,PA,42,009,BEDFORD COUNTY,44448,01215901,LONDONDERRY TOWNSHIP,T1,A,5215,1788,0,11,17,18,580,100,92,38,6,9,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
1114,PA,42,009,BEDFORD COUNTY,52648,01215904,NAPIER TOWNSHIP,T1,A,5218,1786,0,11,22,25,743,121,59,30,19,26,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
1115,PA,42,011,BERKS COUNTY,14984,01215920,COLEBROOKDALE TOWNSHIP,T1,A,6101,5125,0,16,56,42,2644,303,88,79,18,31,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
1116,PA,42,011,BERKS COUNTY,65336,01214925,ROBESONIA BOROUGH,C5,F,6416,2024,0,11,104,106,847,141,127,88,0,11,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
1117,PA,42,011,BERKS COUNTY,56672,01215938,OLEY TOWNSHIP,T1,A,6227,3804,0,11,0,11,1430,450,56,49,0,11,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1118,PA,42,011,BERKS COUNTY,56856,01215939,ONTELAUNEE TOWNSHIP,T1,A,6228,2540,0,11,16,19,987,131,102,67,0,11,4.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
1119,PA,42,011,BERKS COUNTY,58784,01215940,PENN TOWNSHIP,T1,A,6229,1929,0,11,6,8,873,142,64,37,1,3,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1120,PA,42,011,BERKS COUNTY,51760,01214923,MOUNT PENN BOROUGH,C5,F,6415,3213,0,11,140,94,1564,204,170,93,46,46,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1121,PA,42,011,BERKS COUNTY,67304,01214926,ST. LAWRENCE BOROUGH,C5,F,6417,1832,0,11,16,17,714,85,53,21,15,23,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,PA,42,011,BERKS COUNTY,70248,01214927,SHILLINGTON BOROUGH,C5,F,6418,5470,0,16,64,81,2209,320,121,79,3,6,6.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0
1123,PA,42,011,BERKS COUNTY,70880,01214929,SINKING SPRING BOROUGH,C5,F,6420,4257,0,11,40,55,1863,296,114,79,7,13,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,PA,42,011,BERKS COUNTY,72208,01215947,SOUTH HEIDELBERG TOWNSHIP,T1,A,6236,7620,0,16,20,26,3450,384,81,70,0,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0
1125,PA,42,011,BERKS COUNTY,72824,01215948,SPRING TOWNSHIP,T1,A,6237,28316,0,21,332,124,12031,685,867,254,103,83,12.0,3.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0,1.0,8.0,0.0,2.0,1.0,0.0,1.0,2.0
1126,PA,42,011,BERKS COUNTY,52200,01215936,MUHLENBERG TOWNSHIP,T1,A,6102,21682,0,21,223,140,8755,792,963,277,113,80,17.0,3.0,0.0,1.0,12.0,2.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,1.0,3.0,0.0,2.0
1127,PA,42,011,BERKS COUNTY,50272,01214922,MOHNTON BOROUGH,C5,F,6414,2934,0,11,24,23,1226,196,162,83,7,11,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,PA,42,011,BERKS COUNTY,19664,01215923,DOUGLASS TOWNSHIP,T1,A,6212,3641,0,11,20,33,1455,249,39,52,12,21,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
1129,PA,42,011,BERKS COUNTY,26280,01214914,FLEETWOOD BOROUGH,C5,F,6407,4059,0,11,8,13,2027,223,96,48,0,11,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,PA,42,011,BERKS COUNTY,31352,01215926,GREENWICH TOWNSHIP,T1,A,6215,3462,0,11,57,90,1552,229,200,120,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1131,PA,42,011,BERKS COUNTY,33600,01215927,HEIDELBERG TOWNSHIP,T1,A,6216,1495,0,11,32,28,596,102,6,8,15,18,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
1132,PA,42,011,BERKS COUNTY,34016,01215928,HEREFORD TOWNSHIP,T1,A,6217,2979,0,11,17,16,878,209,94,60,12,15,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
1133,PA,42,011,BERKS COUNTY,39256,01214916,KENHORST BOROUGH,C5,F,6409,2983,0,11,75,36,994,150,230,112,2,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1134,PA,42,011,BERKS COUNTY,41768,01214918,LAURELDALE BOROUGH,C5,F,6411,4226,0,11,27,26,1819,267,354,166,0,11,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
1135,PA,42,011,BERKS COUNTY,42352,01214919,LEESPORT BOROUGH,C5,F,6426,2177,0,11,18,18,990,185,35,24,0,11,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1136,PA,42,011,BERKS COUNTY,44584,01215930,LONGSWAMP TOWNSHIP,T1,A,6219,5553,0,16,32,49,2176,298,131,87,0,16,,,,,,,,4.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
1137,PA,42,011,BERKS COUNTY,44840,01215931,LOWER ALSACE TOWNSHIP,T1,A,6220,4748,0,11,25,25,2253,197,166,102,30,31,3.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,1.0
1138,PA,42,005,ARMSTRONG COUNTY,54728,01214855,NORTH APOLLO BOROUGH,C5,F,3412,1224,0,11,7,7,526,105,30,17,0,11,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
1139,PA,42,009,BEDFORD COUNTY,15032,01215890,COLERAIN TOWNSHIP,T1,A,5204,909,0,11,0,11,336,54,13,10,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
1140,PA,42,007,BEAVER COUNTY,00820,01214861,ALIQUIPPA CITY,C5,F,4302,9237,0,16,31,45,2755,278,332,169,307,149,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
1141,PA,42,007,BEAVER COUNTY,04688,01214864,BEAVER BOROUGH,C5,F,4404,4438,0,11,75,56,1404,197,108,64,0,11,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
1142,PA,42,007,BEAVER COUNTY,04792,01214865,BEAVER FALLS CITY,C5,F,4301,9069,0,16,428,131,2466,300,281,123,187,108,14.0,2.0,0.0,0.0,11.0,0.0,1.0,5.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,2.0,1.0
1143,PA,42,007,BEAVER COUNTY,08680,01215867,BRIGHTON TOWNSHIP,T1,A,4201,8768,0,16,39,46,3247,265,120,57,18,22,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1144,PA,42,007,BEAVER COUNTY,18200,01215870,DARLINGTON TOWNSHIP,T1,A,4204,1874,0,11,7,8,566,103,150,96,0,11,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
1145,PA,42,007,BEAVER COUNTY,18264,01215871,DAUGHERTY TOWNSHIP,T1,A,4205,3077,0,11,0,11,1325,215,99,63,16,17,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,
1146,PA,42,005,ARMSTRONG COUNTY,86560,01214860,WORTHINGTON BOROUGH,C5,F,3417,582,0,11,4,4,289,55,35,22,0,11,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
1147,PA,42,005,ARMSTRONG COUNTY,63560,01215857,RAYBURN TOWNSHIP,T1,A,3220,1541,0,11,5,5,478,116,59,30,5,5,,,,,,,,0.0,0.0,0.0,2.0,1.0,0.0,,,0.0,1.0
1148,PA,42,005,ARMSTRONG COUNTY,54856,01215852,NORTH BUFFALO TOWNSHIP,T1,A,3215,2738,0,11,3,6,1074,260,117,83,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
1149,PA,42,005,ARMSTRONG COUNTY,58160,01215853,PARKS TOWNSHIP,T1,A,3216,2571,0,11,22,26,833,138,250,99,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
1150,PA,42,007,BEAVER COUNTY,27336,01215872,FRANKLIN TOWNSHIP,T1,A,4206,3894,0,11,2,5,1737,195,171,126,0,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,
1151,PA,42,007,BEAVER COUNTY,72216,01214891,SOUTH HEIGHTS BOROUGH,C5,F,4428,339,0,11,0,11,183,57,10,9,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
1152,PA,42,007,BEAVER COUNTY,65392,02086684,ROCHESTER BOROUGH,C5,F,4426,3488,0,11,166,93,1065,229,231,129,58,60,4.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
1153,PA,42,007,BEAVER COUNTY,65400,01215885,ROCHESTER TOWNSHIP,T1,A,4105,2717,0,11,18,24,1160,164,22,16,25,30,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,PA,42,007,BEAVER COUNTY,71952,01215886,SOUTH BEAVER TOWNSHIP,T1,A,4217,2695,0,11,6,11,867,107,149,63,6,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
1155,PA,42,007,BEAVER COUNTY,83472,01214893,WEST MAYFIELD BOROUGH,C5,F,4429,1236,0,11,7,7,419,107,106,78,51,77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
1156,PA,42,009,BEDFORD COUNTY,04944,01214895,BEDFORD BOROUGH,C5,F,5401,2851,0,11,40,32,1205,209,60,38,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,PA,42,009,BEDFORD COUNTY,04952,01215887,BEDFORD TOWNSHIP,T1,A,5201,5169,0,16,46,56,1621,378,206,120,0,16,3.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,,,1.0,0.0,,
1158,PA,42,009,BEDFORD COUNTY,08880,01215889,BROAD TOP TOWNSHIP,T1,A,5203,1684,0,11,6,6,490,102,46,28,2,4,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,0.0,0.0,,
1159,PA,42,007,BEAVER COUNTY,62352,01215883,POTTER TOWNSHIP,T1,A,4214,493,0,11,0,11,295,129,10,9,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
